Title,Link,Authors,Details,Publish Online,Publish Online Year,Publish Online Month,Publish Online Date
The Prediction of Consumer Behavior from Social Media Activities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9404982/,"Nada Ali Hakami, Hanan Ahmed Hosni Mahmoud",Behav Sci (Basel)2022 Aug;12(8): 284.Published online 2022 Aug 12.doi:10.3390/bs12080284,8/12/2022,2022,Aug,12
Supporting Student Learning Needs in Tertiary Education: Institutional Support Structures Based on the Institutional Support Questionnaire,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9405306/,"Lyndon Lim, Yan Yin Ho",Behav Sci (Basel)2022 Aug;12(8): 277.Published online 2022 Aug 11.doi:10.3390/bs12080277,8/11/2022,2022,Aug,11
Resilience among Malaysian Community Pharmacists and General Medical Practitioners Using the 10-Item Connor-Davidson Resilience Scale (CD-RISC): The First National Survey,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9405043/,"Nahlah Elkudssiah Ismail, Wong Min Hui, Khang Wen Goh, Nanloh Samuel Jimam, Andi Hermansyah, Long Chiau Ming",Behav Sci (Basel)2022 Aug;12(8): 272.Published online 2022 Aug 8.doi:10.3390/bs12080272,8/8/2022,2022,Aug,8
Building Information Modeling Learning Behavior of AEC Undergraduate Students in China,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9405014/,"Panyu Peng, Yibin Ao, Mingyang Li, Yan Wang, Tong Wang, Homa Bahmani",Behav Sci (Basel)2022 Aug;12(8): 269.Published online 2022 Aug 5.doi:10.3390/bs12080269,8/5/2022,2022,Aug,5
Leading for Innovation: Self-Efficacy and Work Engagement as Sequential Mediation Relating Ethical Leadership and Innovative Work Behavior,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9405150/,"Rachadatip Uppathampracha, Guoxin Liu",Behav Sci (Basel)2022 Aug;12(8): 266.Published online 2022 Aug 2.doi:10.3390/bs12080266,8/2/2022,2022,Aug,2
Smoking Cessation Apps for People with Schizophrenia: How Feasible Are m-Health Approaches?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9405387/,"Chelsea Sawyer, Lamiece Hassan, Daniel Guinart, Luis Martinez Agulleiro, Joseph Firth",Behav Sci (Basel)2022 Aug;12(8): 265.Published online 2022 Aug 1.doi:10.3390/bs12080265,8/1/2022,2022,Aug,1
Measuring Learner Satisfaction of an Adaptive Learning System,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9404708/,"Lyndon Lim, Seo Hong Lim, Rebekah Wei Ying Lim",Behav Sci (Basel)2022 Aug;12(8): 264.Published online 2022 Jul 30.doi:10.3390/bs12080264,7/30/2022,2022,Jul,30
The Contribution of Cognitive Factors to Compulsive Buying Behaviour: Insights from Shopping Habit Changes during the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9405148/,"Raffaella Nori, Micaela Maria Zucchelli, Laura Piccardi, Massimiliano Palmiero, Alessia Bocchi, Paola Guariglia",Behav Sci (Basel)2022 Aug;12(8): 260.Published online 2022 Jul 29.doi:10.3390/bs12080260,7/29/2022,2022,Jul,29
Body Image Concerns: The Impact of Digital Technologies and Psychopathological Risks in a Normative Sample of Adolescents,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9405414/,"Martina Mesce, Luca Cerniglia, Silvia Cimino",Behav Sci (Basel)2022 Aug;12(8): 255.Published online 2022 Jul 27.doi:10.3390/bs12080255,7/27/2022,2022,Jul,27
Characteristics Associated with Good Self-Perceived Mental Health among United States Adults with Arthritis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9405205/,"Nouf Bin Awad, David R. Axon",Behav Sci (Basel)2022 Aug;12(8): 256.Published online 2022 Jul 27.doi:10.3390/bs12080256,7/27/2022,2022,Jul,27
Social Connectedness in Schizotypy: The Role of Cognitive and Affective Empathy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9394355/,"Jessica Stinson, Rebecca Wolfe, Will Spaulding",Behav Sci (Basel)2022 Aug;12(8): 253.Published online 2022 Jul 26.doi:10.3390/bs12080253,7/26/2022,2022,Jul,26
Institutional Trust as a Protective Factor during the COVID-19 Pandemic in China,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9332378/,"Shuangshuang Li, Yijia Sun, Jiaqi Jing, Enna Wang",Behav Sci (Basel)2022 Aug;12(8): 252.Published online 2022 Jul 25.doi:10.3390/bs12080252,7/25/2022,2022,Jul,25
Boredom Proneness and Rule-Breaking: A Persistent Relation One Year into the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9394241/,"Allison C. Drody, Lydia J. Hicks, James Danckert",Behav Sci (Basel)2022 Aug;12(8): 251.Published online 2022 Jul 24.doi:10.3390/bs12080251,7/24/2022,2022,Jul,24
Investigating the Relationship between Facial Mimicry and Empathy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9330546/,"Yevgeniya Kovalchuk, Elizabeta Budini, Robert M. Cook, Andrew Walsh",Behav Sci (Basel)2022 Aug;12(8): 250.Published online 2022 Jul 24.doi:10.3390/bs12080250,7/24/2022,2022,Jul,24
Exploring Trauma and Resilience among NYS COVID-19 Pandemic Survivors,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9394328/,"Kip V. Thompson, Elizabeth Eder-Moreau, Sara Cunningham, Yuki Yamazaki, Hang-Yi Chen",Behav Sci (Basel)2022 Aug;12(8): 249.Published online 2022 Jul 23.doi:10.3390/bs12080249,7/23/2022,2022,Jul,23
"Changes in Gait Self-Efficacy, Fear of Falls, and Gait Four and Eight Months after Bariatric Surgery",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9332025/,"Danny Shin, Laura Keegan, Simone V. Gill",Behav Sci (Basel)2022 Aug;12(8): 246.Published online 2022 Jul 22.doi:10.3390/bs12080246,7/22/2022,2022,Jul,22
Defense-Oriented Psychoanalytic Psychotherapy as a Tailored Treatment for Boys: Neurobiological Underpinnings to Male-Specific Response Tested in Regulation-Focused Psychotherapy for Children,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9331291/,"Timothy Rice, Tracy A. Prout, Andreas Walther, Leon Hoffman",Behav Sci (Basel)2022 Aug;12(8): 248.Published online 2022 Jul 22.doi:10.3390/bs12080248,7/22/2022,2022,Jul,22
"Personality, Intervention and Psychological Treatment: Untangling and Explaining New Horizons and Perspectives",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9330368/,"Casandra I. Montoro, Carmen M. Galvez-Sánchez",Behav Sci (Basel)2022 Aug;12(8): 245.Published online 2022 Jul 22.doi:10.3390/bs12080245,7/22/2022,2022,Jul,22
"Domains of Vulnerability, Resilience, Health Habits, and Mental and Physical Health for Health Disparities Research",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9312124/,"Rebecca M. Wolfe, Katie Beck-Felts, Brianna Speakar, William D. Spaulding",Behav Sci (Basel)2022 Jul;12(7): 240.Published online 2022 Jul 18.doi:10.3390/bs12070240,7/18/2022,2022,Jul,18
"A Study of the Use of Iconic and Metaphoric Gestures with Motion-Based, Static Space-Based, Static Object-Based, and Static Event-Based Statements",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9311953/,"Omid Khatin-Zadeh, Danyal Farsani, Hassan Banaruee",Behav Sci (Basel)2022 Jul;12(7): 239.Published online 2022 Jul 18.doi:10.3390/bs12070239,7/18/2022,2022,Jul,18
Clinical Phenotypes and Mortality Biomarkers: A Study Focused on COVID-19 Patients with Neurological Diseases in Intensive Care Units,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9312189/,"Lilia María Morales Chacón, Lídice Galán García, Tania Margarita Cruz Hernández, Nancy Pavón Fuentes, Carlos Maragoto Rizo, Ileana Morales Suarez, Odalys Morales Chacón, Elianne Abad Molina, Luisa Rocha Arrieta",Behav Sci (Basel)2022 Jul;12(7): 234.Published online 2022 Jul 15.doi:10.3390/bs12070234,7/15/2022,2022,Jul,15
The Impact of Core Self-Evaluations on Job Satisfaction and Turnover Intention among Higher Education Academic Staff: Mediating Roles of Intrinsic and Extrinsic Motivation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9311765/,"Abisola Leah Akosile, Mehmet Ali Ekemen",Behav Sci (Basel)2022 Jul;12(7): 236.Published online 2022 Jul 15.doi:10.3390/bs12070236,7/15/2022,2022,Jul,15
Interactive Self-Reporting as Behavioural Cue Elicitor for Online-Classroom Assessment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9311913/,Hao Xu,Behav Sci (Basel)2022 Jul;12(7): 232.Published online 2022 Jul 14.doi:10.3390/bs12070232,7/14/2022,2022,Jul,14
"How the COVID-19 Pandemic Changed Adolescents’ Use of Technologies, Sense of Community, and Loneliness: A Retrospective Perception Analysis",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9311528/,"Andrea Guazzini, Andrea Pesce, Fabiana Gino, Mirko Duradoni",Behav Sci (Basel)2022 Jul;12(7): 228.Published online 2022 Jul 13.doi:10.3390/bs12070228,7/13/2022,2022,Jul,13
"Knowledge, Attitude and Practice during the COVID-19 Pandemic in South-East Gabon",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9312151/,"Roméo Karl Imboumy-Limoukou, Barthélemy Ngoubangoye, Serge Ely Dibakou, Sandrine Lydie Oyegue-Liabagui, Franck Mounioko, Lady Charlene Kouna, Walter Roddy Matangoye, Steede Seinnat Ontoua, Nancy Cheronne Mbani Mpega, Jean-Bernard Lekana-Douki",Behav Sci (Basel)2022 Jul;12(7): 226.Published online 2022 Jul 11.doi:10.3390/bs12070226,7/11/2022,2022,Jul,11
Research on the Mechanism of Influence of Game Competition Mode on Online Learning Performance,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9312023/,"Hailing Xu, Shilun Ge, Feng Yuan",Behav Sci (Basel)2022 Jul;12(7): 225.Published online 2022 Jul 10.doi:10.3390/bs12070225,7/10/2022,2022,Jul,10
Yoga and Qigong for Health: Two Sides of the Same Coin?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9312231/,"Paula Boaventura, Sónia Jaconiano, Filipa Ribeiro",Behav Sci (Basel)2022 Jul;12(7): 222.Published online 2022 Jul 3.doi:10.3390/bs12070222,7/3/2022,2022,Jul,3
Associations between Mobile Internet Use and Self-Rated and Mental Health of the Chinese Population: Evidence from China Family Panel Studies 2020,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9311927/,"Haifeng Ding, Chengsu Zhang, Wan Xiong",Behav Sci (Basel)2022 Jul;12(7): 221.Published online 2022 Jul 1.doi:10.3390/bs12070221,7/1/2022,2022,Jul,1
Mindfulness Meditation as Psychosocial Support in the Breast Cancer Experience: A Case Report,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9312008/,"Letizia Iannopollo, Grazia Cristaldi, Caterina Borgese, Samuela Sommacal, Giulia Silvestri, Samantha Serpentini",Behav Sci (Basel)2022 Jul;12(7): 216.Published online 2022 Jun 29.doi:10.3390/bs12070216,6/29/2022,2022,Jun,29
Examining the Intention of Authorization via Apps: Personality Traits and Expanded Privacy Calculus Perspectives,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9311954/,"Jie Tang, Bin Zhang, Shuochen Xiao",Behav Sci (Basel)2022 Jul;12(7): 218.Published online 2022 Jun 29.doi:10.3390/bs12070218,6/29/2022,2022,Jun,29
Exploring Korean Middle- and Old-Aged Citizens’ Subjective Health and Quality of Life,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9311563/,"Joonho Moon, Won Seok Lee, Jimin Shim",Behav Sci (Basel)2022 Jul;12(7): 219.Published online 2022 Jun 29.doi:10.3390/bs12070219,6/29/2022,2022,Jun,29
Executive and Motor Functions in Older Individuals with Cognitive Impairment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9311572/,"Maria Chiara Fastame, Ilaria Mulas, Valeria Putzu, Gesuina Asoni, Daniela Viale, Irene Mameli, Massimiliano Pau",Behav Sci (Basel)2022 Jul;12(7): 214.Published online 2022 Jun 28.doi:10.3390/bs12070214,6/28/2022,2022,Jun,28
Social Motivation to Comply with COVID-19 Guidelines in Daily Life in South Korea and the United States,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9311792/,"Min Young Kim, Kyueun Han",Behav Sci (Basel)2022 Jul;12(7): 213.Published online 2022 Jun 27.doi:10.3390/bs12070213,6/27/2022,2022,Jun,27
The Relationships between Cognitive Styles and Creativity: The Role of Field Dependence-Independence on Visual Creative Production,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9312302/,"Marco Giancola, Massimiliano Palmiero, Laura Piccardi, Simonetta D’Amico",Behav Sci (Basel)2022 Jul;12(7): 212.Published online 2022 Jun 25.doi:10.3390/bs12070212,6/25/2022,2022,Jun,25
The Role of the Psycho-Oncologist during the COVID-19 Pandemic: A Clinical Breast Cancer Case Report,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9312069/,"Giulia Silvestri, Caterina Borgese, Samuela Sommacal, Letizia Iannopollo, Grazia Cristaldi, Samantha Serpentini",Behav Sci (Basel)2022 Jul;12(7): 211.Published online 2022 Jun 25.doi:10.3390/bs12070211,6/25/2022,2022,Jun,25
Predicting Hypnotic Use among Insomnia Patients with the Theory of Planned Behavior and Craving,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9312213/,"Chien-Ming Yang, Yu-Shuan Lai, Yun-Hsin Huang, Ya-Chuan Huang, Hsin-Chien Lee",Behav Sci (Basel)2022 Jul;12(7): 209.Published online 2022 Jun 24.doi:10.3390/bs12070209,6/24/2022,2022,Jun,24
Online Interpersonal Sexual Objectification Experiences and Teenage Girls’ Self-Objectification: The Role of Broad Conceptualization of Beauty,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9311971/,"Sen Lin, Liming Li, Libiao Jiang",Behav Sci (Basel)2022 Jul;12(7): 210.Published online 2022 Jun 24.doi:10.3390/bs12070210,6/24/2022,2022,Jun,24
Relation of Brain Perfusion Patterns to Sudden Unexpected Death Risk Stratification: A Study in Drug Resistant Focal Epilepsy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9311833/,"Lilia Morales Chacon, Lidice Galan Garcia, Jorge Bosch-Bayard, Karla Batista García-Ramo, Margarita Minou Báez Martin, Maydelin Alfonso Alfonso, Sheyla Berrillo Batista, Tania de la Paz Bermudez, Judith González González, Abel Sánchez Coroneux",Behav Sci (Basel)2022 Jul;12(7): 207.Published online 2022 Jun 24.doi:10.3390/bs12070207,6/24/2022,2022,Jun,24
Mediating Effect of Psychological Process Variables on the Relationship between Dysfunctional Coping and Psychopathologies: A Comparative Study on Psychopathologies during COVID-19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9311721/,"Nurfarah Lydia Hambali, Friska Ayu, Nicholas Tze Ping Pang, Mohd Amiruddin Mohd Kassim, Hafid Algristian, Moch. Sahri, Nelbon Giloi, Syed Sharizman Syed Abdul Rahim, Azizan Omar, Mohammad Saffree Jeffree, Walton Wider",Behav Sci (Basel)2022 Jul;12(7): 206.Published online 2022 Jun 24.doi:10.3390/bs12070206,6/24/2022,2022,Jun,24
How Childhood Socioeconomic Status Impacts Adult Food Preference: The Mediating Role of Stress and Trait Appetite,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9311915/,"Jim B. Swaffield, Qi Guo",Behav Sci (Basel)2022 Jul;12(7): 202.Published online 2022 Jun 22.doi:10.3390/bs12070202,6/22/2022,2022,Jun,22
Assessing Cognitive Factors of Modular Distance Learning of K-12 Students Amidst the COVID-19 Pandemic towards Academic Achievements and Satisfaction,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9312230/,"Yung-Tsan Jou, Klint Allen Mariñas, Charmine Sheena Saflor",Behav Sci (Basel)2022 Jul;12(7): 200.Published online 2022 Jun 21.doi:10.3390/bs12070200,6/21/2022,2022,Jun,21
The “Ifs” and “Hows” of the Role of Music on the Implementation of Emotional Regulation Strategies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9219814/,"Mariana Carvalho, Nicoletta Cera, Susana Silva",Behav Sci (Basel)2022 Jun;12(6): 199.Published online 2022 Jun 20.doi:10.3390/bs12060199,6/20/2022,2022,Jun,20
Social Determinants of Voice Outcomes: The Configurational Analysis of the Effects of LMX and Peer Relationships,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9220262/,"Jeeyoung Kim, Ah Jung Kim, Myung-Ho Chung",Behav Sci (Basel)2022 Jun;12(6): 197.Published online 2022 Jun 19.doi:10.3390/bs12060197,6/19/2022,2022,Jun,19
Antidepressant-like Effects ofPolygonum minusAqueous Extract in Chronic Ultra-Mild Stress-Induced Depressive Mice Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9220072/,"Muhammad Irfan Bashir, Nur Hidayah Kaz Abdul Aziz, Dzul Azri Mohamed Noor",Behav Sci (Basel)2022 Jun;12(6): 196.Published online 2022 Jun 18.doi:10.3390/bs12060196,6/18/2022,2022,Jun,18
Medical Students and Professionals Facing the COVID-19 Pandemic: A Cross-Sectional Survey Study about Similarities and Differences,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9219906/,"Giacomo De Micheli, Giulia Marton, Davide Mazzoni, Laura Vergani",Behav Sci (Basel)2022 Jun;12(6): 189.Published online 2022 Jun 15.doi:10.3390/bs12060189,6/15/2022,2022,Jun,15
The Thin Ideal and Attitudes towards Appearance as Correlates of Exercise Addiction among Sporty People during the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9220258/,"Rubinia Celeste Bonfanti, Gianluca Lo Coco, Laura Salerno, Maria Di Blasi",Behav Sci (Basel)2022 Jun;12(6): 187.Published online 2022 Jun 11.doi:10.3390/bs12060187,6/11/2022,2022,Jun,11
"Medical Mistrust, COVID-19 Stress, and Intent to Vaccinate in Racial–Ethnic Minorities",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9219672/,"Charlene Minaya, Dean McKay, Hannah Benton, Judite Blanc, Azizi A. Seixas",Behav Sci (Basel)2022 Jun;12(6): 186.Published online 2022 Jun 10.doi:10.3390/bs12060186,6/10/2022,2022,Jun,10
Personal Cell Phones among Children: Parental Perception of Content-Related Threats and Attempts to Control Them in a Lithuanian Sample,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9219742/,"Donatas Austys, Ausma Sprudzanaitė, Rimantas Stukas",Behav Sci (Basel)2022 Jun;12(6): 185.Published online 2022 Jun 9.doi:10.3390/bs12060185,6/9/2022,2022,Jun,9
"An Arabic Sedentary Behaviors Questionnaire (ASBQ): Development, Content Validation, and Pre-Testing Findings",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9220100/,"Hazzaa M. Al-Hazzaa, Shaima A. Alothman, Nada M. Albawardi, Abdullah F. Alghannam, Alaa A. Almasud",Behav Sci (Basel)2022 Jun;12(6): 183.Published online 2022 Jun 8.doi:10.3390/bs12060183,6/8/2022,2022,Jun,8
Creating and Sustaining Service Industry Relationships and Families: Theorizing How Personal Workplace Relationships Both Build Community and Perpetuate Organizational Violence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9219968/,"Elizabeth K. Eger, Emily Pollard, Hannah E. Jones, Riki Van Meter",Behav Sci (Basel)2022 Jun;12(6): 184.Published online 2022 Jun 8.doi:10.3390/bs12060184,6/8/2022,2022,Jun,8
Chewing Revenge or Becoming Socially Desirable? Anger Rumination in Refugees and Immigrants Experiencing Racial Hostility: Latin-Americans in Spain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9219877/,"María José da Silva Rebelo, Mercedes Fernández, Carmen Meneses-Falcón",Behav Sci (Basel)2022 Jun;12(6): 180.Published online 2022 Jun 7.doi:10.3390/bs12060180,6/7/2022,2022,Jun,7
A Multivariate Analysis of the Interest in Starting Family Businesses within a Developing Economy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9219660/,"Silvia Puiu, Roxana Maria Bădîrcea, Alina Georgiana Manta, Nicoleta Mihaela Doran, Georgeta-Madalina Meghisan-Toma, Flaviu Meghisan",Behav Sci (Basel)2022 Jun;12(6): 181.Published online 2022 Jun 7.doi:10.3390/bs12060181,6/7/2022,2022,Jun,7
An Exploratory Study of Consumers’ Perceptions of Product Types and Factors Affecting Purchase Intentions in the Subscription Economy: 99 Subscription Business Cases,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9220096/,"Hyehyeon Baek, Kilsun Kim",Behav Sci (Basel)2022 Jun;12(6): 179.Published online 2022 Jun 6.doi:10.3390/bs12060179,6/6/2022,2022,Jun,6
Causal Analysis and Prevention Measures for Extreme Heavy Rainstorms in Zhengzhou to Protect Human Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9219977/,"Qingwei Xu, Liu Han, Kaili Xu",Behav Sci (Basel)2022 Jun;12(6): 176.Published online 2022 Jun 2.doi:10.3390/bs12060176,6/2/2022,2022,Jun,2
Psychosocial Mediation of Light-Moderate Physical Activity and Cognitive Performance among Adults Aged 60+ in China,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9220284/,"Ji Liu, Faying Qiang",Behav Sci (Basel)2022 Jun;12(6): 175.Published online 2022 Jun 1.doi:10.3390/bs12060175,6/1/2022,2022,Jun,1
Personality Traits of Croatian University Students with Internet Addiction,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9219879/,"Ivan Miskulin, Ivana Simic, Nika Pavlovic, Jelena Kovacevic, Ivica Fotez, Goran Kondza, Hrvoje Palenkic, Vesna Bilic-Kirin, Marinela Kristic, Maja Miskulin",Behav Sci (Basel)2022 Jun;12(6): 173.Published online 2022 Jun 1.doi:10.3390/bs12060173,6/1/2022,2022,Jun,1
Influence of an Esports Program on Problematic Gaming in Children with Autistic Spectrum Disorder: A Pilot Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9220122/,"Kentaro Kawabe, Fumie Horiuchi, Rie Hosokawa, Kiwamu Nakachi, Junya Soga, Shu-ichi Ueno",Behav Sci (Basel)2022 Jun;12(6): 172.Published online 2022 May 31.doi:10.3390/bs12060172,5/31/2022,2022,May,31
"Trust in Institutions, Not in Political Leaders, Determines Compliance in COVID-19 Prevention Measures within Societies across the Globe",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9219766/,"Ryan P. Badman, Ace X. Wang, Martin Skrodzki, Heng-Chin Cho, David Aguilar-Lleyda, Naoko Shiono, Seng Bum Michael Yoo, Yen-Sheng Chiang, Rei Akaishi",Behav Sci (Basel)2022 Jun;12(6): 170.Published online 2022 May 30.doi:10.3390/bs12060170,5/30/2022,2022,May,30
"The Impact of Chronic Unpredictable Mild Stress-Induced Depression on Spatial, Recognition and Reference Memory Tasks in Mice: Behavioral and Histological Study",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9219659/,"Ghofran Khalid Alqurashi, Emad A. Hindi, Mohamed A. Zayed, Gamal S. Abd El-Aziz, Hani A. Alturkistani, Rabee F. Ibrahim, Mona Ali Al-thepyani, Refal Bakhlgi, Noor A. Alzahrani, Ghulam Md Ashraf, Badrah S. Alghamdi",Behav Sci (Basel)2022 Jun;12(6): 166.Published online 2022 May 29.doi:10.3390/bs12060166,5/29/2022,2022,May,29
GPS Digital Nudge to Limit Road Crashes in Non-Expert Drivers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9220187/,"Raffaella Nori, Micaela Maria Zucchelli, Marco Giancola, Massimiliano Palmiero, Paola Verde, Anna Maria Giannini, Laura Piccardi",Behav Sci (Basel)2022 Jun;12(6): 165.Published online 2022 May 27.doi:10.3390/bs12060165,5/27/2022,2022,May,27
Is Heterogeneity Better? The Impact of Top Management Team Characteristics on Enterprise Innovation Performance,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9220677/,"Haihong Wang, Wenjun He, Yufan Yang",Behav Sci (Basel)2022 Jun;12(6): 164.Published online 2022 May 26.doi:10.3390/bs12060164,5/26/2022,2022,May,26
Mental Health of Mothers of Children with Neurodevelopmental and Genetic Disorders in Pakistan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9220268/,"Michelle Jin Yee Neoh, Livia Airoldi, Zarah Arshad, Wasmiah Bin Eid, Gianluca Esposito, Dagmara Dimitriou",Behav Sci (Basel)2022 Jun;12(6): 161.Published online 2022 May 24.doi:10.3390/bs12060161,5/24/2022,2022,May,24
"Perceived Vulnerability to Disease and the Relationship with Teacher Satisfaction in South Africa during COVID-19: The Serial Role of Burnout, Role Conflict, and Ambiguity",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9220065/,"Tyrone Brian Pretorius, Anita Padmanabhanunni, Serena Ann Isaacs, Kyle Jackson",Behav Sci (Basel)2022 Jun;12(6): 160.Published online 2022 May 24.doi:10.3390/bs12060160,5/24/2022,2022,May,24
Associations between Adverse Childhood Experiences within the Family Context and In-Person and Online Dating Violence in Adulthood: A Scoping Review,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9219904/,"Raúl Navarro, Elisa Larrañaga, Santiago Yubero, Beatriz Víllora",Behav Sci (Basel)2022 Jun;12(6): 162.Published online 2022 May 24.doi:10.3390/bs12060162,5/24/2022,2022,May,24
Gym-Goers’ Self-Identification with Physically Attractive Fitness Trainers and Intention to Exercise,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137648/,"Soekmawati, Robert Jeyakumar Nathan, Vijay Victor, Tan Pei Kian",Behav Sci (Basel)2022 May;12(5): 158.Published online 2022 May 23.doi:10.3390/bs12050158,5/23/2022,2022,May,23
Machiavellianism and Gift-Giving in Live Video Streaming: The Mediating Role of Desire for Control and the Moderating Role of Materialism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137469/,"Gengfeng Niu, Xiaohan Shi, Siyu Jin, Wencheng Yang, Yang Wu, Xiaojun Sun",Behav Sci (Basel)2022 May;12(5): 157.Published online 2022 May 21.doi:10.3390/bs12050157,5/21/2022,2022,May,21
A Scoping Review of Interventions for Family Bereavement Care during the COVID-19 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137947/,"Carlos Laranjeira, Débora Moura, Maria Aparecida Salci, Lígia Carreira, Eduardo Covre, André Jaques, Roberto Nakamura Cuman, Sonia Marcon, Ana Querido",Behav Sci (Basel)2022 May;12(5): 155.Published online 2022 May 19.doi:10.3390/bs12050155,5/19/2022,2022,May,19
Abusive Supervision and Employee’s Creative Performance: A Serial Mediation Model of Relational Conflict and Employee Silence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137777/,"Wang-Ro Lee, Seung-Wan Kang, Suk Bong Choi",Behav Sci (Basel)2022 May;12(5): 156.Published online 2022 May 19.doi:10.3390/bs12050156,5/19/2022,2022,May,19
Effects of a Hybrid Program of Active Breaks and Responsibility on the Behaviour of Primary Students: A Mixed Methods Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137545/,"José Francisco Jiménez-Parra, David Manzano-Sánchez, Oleguer Camerino, Queralt Prat, Alfonso Valero-Valenzuela",Behav Sci (Basel)2022 May;12(5): 153.Published online 2022 May 18.doi:10.3390/bs12050153,5/18/2022,2022,May,18
Anxiety and Sleep Quality Amelioration in College Students: A Comparative Study between Team Sports and Individual Sports,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9138125/,"Chaoxin Ji, Jun Yang, Lin Lin, Song Chen",Behav Sci (Basel)2022 May;12(5): 149.Published online 2022 May 17.doi:10.3390/bs12050149,5/17/2022,2022,May,17
Determinants of HIV Testing during Pregnancy among Pregnant Sudanese Women: A Cross-Sectional Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9137909/,"Ibrahim Elsiddig Elsheikh, Rik Crutzen, Ishag Adam, Salah Ibrahim Abdelraheem, Hubertus W. Van den Borne",Behav Sci (Basel)2022 May;12(5): 150.Published online 2022 May 17.doi:10.3390/bs12050150,5/17/2022,2022,May,17
